multimodal_emotion	text_script
5	뽀뽀? 아니면 키스?
4	몰라... 끝까지 숨겨야 돼...
3	예? 간호사한테 들으셨어요? 여태 아저씨 보셨잖아요. 이제 상태가 좋아지시기는 아무래도 힘들어요.
5	왜애. 시금치같다며~ 엄마 시금치처럼 입고 가도 돼?
2	그거.. 등록 마감이 언제였지?
4	돈 모아 놓은 건 좀 있는데, 연금이 있는 것도 아니고…
2	네 알겠습니다.
1	버는 돈이.. 뭐 우리는 상상할 수도 없는 정도인가봐.
5	승진은 했고?
2	아 그럼 우리집도 쓰면 안돼요? 우리 아파트도 언제 녹물이 나올지 모르는 거잖아요.
1	그래? 뭐.. 담배 정도야 피우는 애들 많으니까.
7	난 형이 생겨서 좋은데.
6	뭔가?
7	아 청도. 칭다오?
3	진짜라니까? 내가 다음에, 우리집에 있는 UFO 관련 책들 다 보여줄게.       거기 보면, 2030년에 거대한 UFO가 지구에 찾아올거래.
1	응, 자네도 알지. 얼마 전에 새로 생겼는데, 지나갈 때마다 냄새가 죽여줘.
7	응 감자가 맛있어서 맛있대!
7	할머니 그 백화점 문화센터 엄청 열심히 다니네? 재밌어?
7	요즘 아주 그냥 덥지요?
5	집에 무슨 일 있으세요?
7	잘 지냈지. 너는 임마 잘 지냈냐?
3	아 몰라 진짜. 나 그런거 진짜 싫어한단 말이야. 어떻게 해야 돼 여보.
6	네. 머릿속에서 뭔가를 끌어내야 하는데, 끌어낼 게 더 이상 없을 때 슬럼프가 오더라구요.          그래서, 그냥 뭐든지 닥치는대로 머릿속에 집어넣는거죠. 영화도 보고, 만화도 보고. 중요한 건, 책처럼 무거운 건 보지 않는거에요.         그게 스스로에게 부담을 주기도 하거든요.
4	" 그것 말고도 돈도 엄청 들거고...	 어디로 가고 싶은데?"
2	그래 봤자 철탑이지.
5	민환씨? 괜찮은 거야?
7	 감사합니다.
4	 …..그냥. 좋잖아. 다른 세상이 있다는게.
7	어머 착하다.
7	네 저도 두 수업 다 좋을 거라고 생각해서, 수업 듣는 걸 기대하고 있어요.
7	오빠 나도 같이 가면 안돼?
0	아니야! 흉본거 아니야!
7	그래? 태웅이 귀엽지.
7	"아니. 그래서 고민 중이야.	 준호오빠가 좋아졌으니까, 남친이랑 헤어져야 되지 않을까?"
0	내가 좀 뭐?!
0	뭐 길게 보는 거 아니고. 그냥 저녁이나 같이 먹는거야. 우리 아들 여자친군데 엄마가 얼굴이라도 봐야지.
3	로봇 청소기가 못 하는건 이렇게 먼지털이로 털어 줘야지.
5	이상하다.. 분명히 여기다가 뒀는데
5	형님 말인 즉슨, 용기를 내어, 힘을 주어, 샴푸를 빡빡 했더니 머리가 나더라?
0	아줌마 문맹이야?
2	아빠가 운전 하셔? 너무 힘들겠다.
5	왜 머리가 콕콕 쑤셔요?
0	변했어...어떻게 사랑이 변하니!
7	너... 나중에 꼭 좋은 어른되야돼.
4	이제 육주래.
4	모르겠어요.
4	아이, 맞네. 눈 안 보이는 거 맞지?       아유, 이렇게 어떻게 살어. 내가 도와줄게.
3	아니, 병문안을 빈손으로 왔더라고.
4	아니. 걔가 먼저 나를 피하더라구. 나도 같이 왕따 될 수도 있다고.
3	아...너...
5	내가 언제 그렇댔어?!
2	돼지양념갈비 주문하신 테이블 맞죠.
5	원래 인생이 그런거야.
4	고백? 뭔데?
1	인제서야?
6	"아니, 다른 자매들은 계절마다 해외여행 간다고 난리더만.	 우리 형제들은 어찌 그런 얘기가 하나 없어?"
1	아니 너네 엄마는 어릴 때 맨날 달리기 꼴찌 했거든. 아빠가 엄마랑 한동네에서 쭉 자랐잖냐.
5	"어르신, 이 제품이 원래는요. 대현가 정호영 회장, 삼진가 이관희 회장 등등 	 재벌가에서만 쉬쉬 하면서 거래되던 그런 제품이에요. 세상이 이제 좋아져서	 모든 어르신들이 드실 수 있게 된거니까 어르신 운 좋으신거에요."
5	정확히 뭐라고 말했는데?
6	"엄마도 그러고 싶은데,  전화를 안 받네?	 아빠는 별로 오래 살고 싶지 않은가봐."
0	아이 참. 드리면 좀 좋게 받아요.
2	응. 살릴 [구] 목숨 [명] 해서 구명이야. 할아버지 목숨을 구해주는 거지.
1	뭐가 신기하다는 거야. 중얼중얼 거리면서.
0	이런 사람이 걸렸다니, 그게 무슨 소리에요? 사람 봐가면서 차 들이받아요?
3	근데 워낙 떠들썩하게 준비해서 모르는 척하기도 쉽지 않네요.
1	 이벤트. 일어난 사건… 선발대회. 잠입수사.
5	너무 신기하다. 아영이 사인 받아놔야겠네.
4	아니 오늘 재활 치료하는데 엄마가 울더라  니 엄마가 우는 거 보니까 이게 간병도 못 할 짓이다 싶어
3	너처럼 꼬맹이가 피곤하긴 뭐가 그렇게 피곤해?
4	알지… 그렇지만 규정에 어긋나는데. 어떡하지…
5	뭐? 너 교회를 그렇게 열심히 다녔었어?
0	아.. 이거 미치겠다. 엄청 신경쓰이네 이거….
5	갑자기 웬 로보트 놀이야?
5	왜?
1	교양머리 없이 무슨 소리하는 거야. 농담이라도 그런 말 말아라!
4	그치. 그냥 사람이 사람이랑 마음이 서로 통한다는 거 자체가 너무 신기하고, 비현실적이고, 그래.
3	" 아이씨, 그래서 하고 싶은 말이 뭐야!	  아까부터 이 놈이 왜 자꾸 초를 쳐!"
4	그래? 어떡하니… ㅡ그거 사실 엄마가 그런거야.
3	꾀부리지 말고 얼른 학원 가. 아빠 괜찮으니까.
5	근데 희진이는 왜?
2	그.. 철수 얘기 있잖아. 철수 취직 얘기…
7	야. 4등 당첨금 5만원이야 임마. 어디다 쓰고 말게 뭐 있어.
5	왜 싫어.
1	응
7	어, 얼굴이 훤칠해졌네. 회사는 다닐만 하고?
1	글쎄. 딱히 할머니는 입맛이 없으니까 너 먹고싶은걸로 시켜.
2	그러면.
4	안돼. 무리야.
4	저는 아니에요.
1	조금만 참아~ 비 그치면 놀면 되지.
4	하다 보면 늘어. 기운내.
2	혼 안내고?
4	네. 어머, 혹시.. 친동생이 아닌가?
2	수연아. 나 오늘 하루만 자고 가도 돼?
7	야 그거 얼마나 하냐?
6	그렇구나. 저도 별로 좋아하진 않아요.
0	안녕.
1	잘 어울리는거 아니고.. 잘 어울리는 거 같아?
3	따님이랑... 손주요!
1	네… 저희 집은 외식을 잘 안해서.
2	응. 그리고 침대 같은 수면기구들이 일반화되지 않은 원시부족들을 관찰한 결과, 거의 모든 사람들이 모로 누워 잔대.
1	바깥 기온에 덥던, 춥던 우리 몸은 체온을 일정하게 유지하려고 한다. 이 뜻이야.
3	그냥 무조건 환불해 놓으라고 으름장 놓으라니까! 그렇게 안했어?
2	임마! 진짜 시체 말이야.
5	 그러면 좋은 거 아니에요?
7	시골집 가기로 했잖아.
0	하… 내가 이 나이 먹고 여행도 내 맘대로 못 가..? 엄마 나 진짜 너무 답답하다…
3	음… 내가 이렇게 너를 못 믿을 정도면… 그동안 니가 인생을 잘못 살아왔다고 생각하는 게 맞는 거 같다.
6	응.
7	나랑은 말 많이 하는데?
1	나는 좀 배고픈데? 너 점심 언제 먹었는데?
7	그래. 필요하면 선생님한테 글 쓴 거 가지고 와.
0	너 반 애들이 다 증언했는데 자꾸 발뺌할래?
2	아버님은 떡 드시기 좀 그렇지 않나?
6	"아빠가 불편하더라도, 규칙은 지켜야 	 서로 행복하게 살 수 있다고 그랬어요!"
1	등록 끝나면 알려주세요. 내부 결재 방법 교육해야 하니까요.
0	할아버지가 친구들 있는데서 찡찡거리지 말라고 했어, 안했어?
7	 여기 있네요. 설정 들어가서 텍스트 사이즈를 바꿔주면.  크기 어떠세요? 보이세요?
0	네. 그것만도 다행인줄 아세요.
1	응. 조물주 다음이 건물주랬어.
1	잠깐만. 걔 카톡에 같이 찍은 거 있어.
1	뭐라고 얘기해?
4	오일이 좀 새네...
2	자도 자도 자꾸 잠이 오고... 자리에서 일어나기가 넘 힘들어요.
0	왜 그래? 나 잘 나가.
2	알았어. 오늘 집에 가서… 보고 맞춰볼게.        나쁜 얘기 한 거 아니지?
1	이게 3개월을 정상 납기했을 경우에 한 해, 우대금리를 적용해주는 거거든.
7	"저녁… 음… 어제 먹다 남은 찌개 있어. 	그거 데워서 먹어도 되고, 아니면 	치킨 시켜 먹을까? 오랜만에 먹고싶다."
3	나는 지금 신발 완전 신고 있어서 냄새 안 나. 너 약간 발 빼고 있어서 냄새나는 듯.
5	뭐야… 지금 알았네. 나는 평생 엄마가 그 집 미역국 좋아하는 줄 알았어.
3	기억력이 그것밖에 안 된다고? 어휴.
1	네.
7	장하네.
2	 나도 너 좋아한다고.
3	결론부터 말하자면 사실이야.
4	선배쪽으로 이렇게 고개를 돌리면요.  검은 점이 자꾸 보여요.
3	니네 아빠 닮아서 못났지. 공부 좀 해라
7	너가 삼촌이 얼마나 인기 많은지 모르는구나?
5	그래 신중하게 고민해야지.
1	네. 자동차 게임 하는 것처럼 재밌어 보였어요!
1	그럴 거 같아. 아빠가 코코아 마시는 거 못봤어.
2	저기… 벌써 일 주일이 지났는데.
0	됐어. 엄마만 그러지.
3	끝물이면서 무슨.
3	삼촌 결혼 안해요?
7	네. 저 그럼 사진 몇 장 찍어도 괜찮을까요?
6	남들이 바라는대로 살아야 더 많이 인정 받잖아
5	왜요? 무슨 일이에요?
1	나도 들고 싶어!
0	내가 뭘! 내가 뭘 잘못했다고 나한테 화를 내?
6	"그죠. 감독님 들어가셔서,  냉수 한 사발 크게 들이키고 주무셔야겠어요.	 내일 멀쩡히 출근하시려면! 그죠?"
5	응?
7	어머. 민규 너가? 고마워. 선생님은 그런 것도 모르고…. 미안해.
4	"쉬는 시간 같을 때, 자꾸만 구석진 곳으로 데려가서.  	영어 해보라고 그러고…"
5	내가 알아야 돼?
7	오빠. 오빠 피아노 칠 줄 알지?
1	우리 엄마 아빠한테 한 번 졸라 볼까?
2	니 마음을 돌릴 순 없는거지?
3	아….
2	죄송합니다.. 사장님.. 제가 요새 몸이 좀 안 좋아서 그런가봐요.
5	영화과?
6	아 그리고 택배 박스를 왜 가위로 여는데? 그러면 날 다 망가져.
7	이따가 엄마랑 아빠랑 오면 같이 밥 먹으러 나가자고 하시던데. 뭐 드시고 싶은 거 있으세요?
7	"네. 같은반 친구에요. 	 둘이 좋아 죽어요. 종일 붙어 있어요.	 얼굴 다치게 한 것도 서연이 그림 그려준다고 사인펜 뚜껑 열다가 그랬어요."
4	어… 평소엔 잘 못 먹으니까.
0	 아 왜 그걸 다 먹어. 내가 먹을라고 사놓은건데.
1	금액 보니까… 까다로운 분 없었나 본데?
0	한 달 용돈 10만원 받는데, 3-4만원짜리 케잌을 어떻게 사.
4	너무 푼돈 이야.
3	야, 나는 어릴 때 아버지 생신 한 달 전부터 뭘 해드려야되나 고민하고 그랬어. 근데 너는 일주일 전인데 아무 생각도 안 했단 말이야?
7	봤지.
3	어쩔 수 없다니..? 다 큰 성인들끼리 다 선택한거 아니에요?!
1	 이거 얼마야?
6	안돼. 아내가 의심할거야.
7	세상에… 그렇게까지 해줄거야? 고마워!
2	아니, 미친놈이 아니라 니가 상처받은 게 너무 많은 것 같아서. 치료를 받아야겠다고 말한 거였어.
4	성철아, 이리 와 앉아 봐.
2	"어! 내가 노랑색 도화지로 만들었는데	 열 장밖에 없어서.."
7	자 이제 눈 떠.
0	안 하면 더 좋겠지만… 일단. 알겠습니다.
3	그래서. 못 했다고?
2	그럼 무슨 일이세요?
6	그냥 있지 뭐하겠어
7	이번 주말 말고 다음 주 주말에 멀리 어디 갈까요? 일박 이일로?
7	안마 좀 해봐.
0	엄마는 제가 미워 죽겠어요? 왜 이렇게 못 잡아 먹어서 안달이세요?
0	아빠! 김지온 완전 또라이야.
1	저번달에.
7	사는 게 왜 힘들어. 나는 좋기만 하구만.
2	제가 무슨 노력을요?
0	근데 학생, 나이도 어린 것 같은데, 이런 일을 왜 해?
0	아 뭐야! 왜 갑자기 다리털 얘기가 나와!
6	애? 글쎄…. 그럼 시간이 좀 더 걸리겠네..
3	"그건 좀 문제가 있다. 	그 친구한테 나는 너 좋아하는 거 아니라고 얘기 했어?"
6	그러면 빚은 어떡할건데? 누가 갚아줄건데?
1	비싸다…
4	아니, 우리 형님이 병원에 입원하셨다고 하셔서.
0	내가 생일 더 빠른 데 제수씨지. 형수는 곧 만들어 줄게.
4	저희 가게는 이렇게 크지도 않고 알바생 한 명만 더 있으면 충분히 커버가 가능한데요
7	"우빈이 책을 많이 읽는구나.	 <그날의 범위>도 한번 읽어봐야겠다!"
1	아 진짜…? 무조건 안된다셔?
7	치. 야 1등은 너무 재미없어. 3등 쯤이 딱 좋아.
2	작은 것부터 줄여야되는데.. 그게 가능할지 모르겠네.
2	네 한 번 알아볼게요. 내용은 상관 없어요?
0	 말이라고 정말! 어리광 좀 그만 부리셔 제발!
4	그것도 모르고 가족들은 얼마나 속상했을까…
0	 오늘은 따로 보고 하지 말고 전부 내 책상 위에 그냥 올려놔
6	엄마. 엄마는 내가 결혼 했으면 좋겠어?
0	하긴 너 일처리 하는 거 보면, 굼벵이나 다름없지. 에효! 신이랑 올걸 잘못했다.
6	뭐???
6	소 귀에 경 읽기야.
1	그렇지. 스토리는. 잠입수사에서 겪는 주인공의 내면의 변화가 되는 거지.
7	어. 신기하지? 천생연분인거 같아.
4	결국 둘이 헤어지게 됐잖아… 아, 너무 잔인해!
6	당연하지. 지금 죽기엔 너무 아깝지.
3	자네는 김영란 법도 모르나?
4	아저씨… 제발… 제발… 한번만 용서해주세요. 네?
6	설마, 아빠 전에 바람 핀 것 때문에 그래?
0	우리 집에 오면 훈장이 몇 갠데 그걸 몰랐냐?
4	네 부탁드립니다. 마지막으로 한번만…  용서해 주십시요. 죄송합니다.
5	나? 나는 부모님이 애초에 크게 반대하시지를 않았어서.        그냥 나 하고 싶은 거, 하라고 하셨어.
6	야 몸 상하겠다.
0	안 돼. 연필 들 힘은 있잖아.
2	할아버지 회사 너무 무서워요.
4	아버지….
1	아니? 너가 준 거 아니야?
7	응 카스트라토.
3	너랑 현주… 지난번 아빠 생신에 선물이라고 가져온 쓰레빠. 그거 너네 너무한거 아니니?
0	그 쪽이 이사가든 우리가 이사가든 둘 중에 하나 합시다!
7	에이~ 괜찮아. 어차피 우리 회사는 내가 일 혼자 다 하기 때문에, 주말에 나와서 잠깐 더 하면 돼.
7	" 예뻐서. 	너 오늘 되게 예쁘다?"
1	참... 답답하다...
7	뭘 도와줘?
2	‘G코리아’도 그렇구요. ‘S유통’에서도 문제가 있네요…
7	뭐가 감사해.. 어른들이 더 잘해야지..
4	운동하면 되지.
2	저… 혹시 이 근처에서 고양이 한 마리 못 보셨어요? 까만색인데.
4	뭐… 제가 열심히 해야죠.
5	어머, 너 제대로 안 챙겨 먹는구나? 그거 꾸준히 관리 안 하면 큰일 나! 가볍게 볼 일이 아니라니까!
4	"아니에요. 그냥 그러고 싶다는 거지, 진짜로 실현 가능성이 있는지 	없는지도 모르는데요 뭘."
5	곧 고3이네. 헤어지지 말고 잘 사겨.
2	용돈이요...?
7	 암튼 오늘 아빠한테 맛있는 거 사달라고 해야지~
3	"그 나이 먹고도 그짓말이랑 참말을 구별을 못하나부지?	 김씨가, 사람 좋을라고 한 말이지, 그걸 또 고대로 믿네. 푼수떼기 할망구."
7	네. 오늘 저희는 두근두근! 푸드 파이트를 하기로 했습니다.
7	응. 꿀이랑 호두가 있는 건데.. 이 가게에서 이게 제일 맛있어.
2	하… 근데 사실 저희가 지금 권태기거든요?       여자친구도 따로 남자친구 있고, 저도 지금 썸 타는 사람도 있고.       아직은 둘 다 암묵적으로 모르는 척은 하고 있는데.        문제는, 그 마피아 두목이, 여자친구 전 남친들을 다 묻어버렸대요.        
6	지훈이가 친구들이랑 술 먹는다고 나보고 지금 나오라네.
6	그래. 공부 잘 하는 애들끼리 건전하게 잘 만나는 거 선생님은 솔직하게 말해서 별로 간섭하고 싶지는 않아. 근데, 요한아 너도 알지? 우리 학교 교칙?
0	그래서 엄마가 아까 나중에 밤에 배고프니까 많이 먹으라고 했잖아.
7	현수네 동생 보니까, 애기 너무 귀여워.       나도 애기 옷도 입혀주고 싶고, 맘마도 먹여주고 싶어.       그리고 애기가 잘 때 너무 귀여워. 사진도 찍고 싶어.
3	우리 학교랑 완전 딴판이네. 여긴 분위기 완전 헬인데.
5	막걸리도 있나?
1	그래. 그럼 유민이가 좋아하는 걸 주는 게 좋겠다. 그렇지? 뭘 주면 좋을까? 지은이 너 뭐 생각 나는 것 없니?
2	"저 이번에 영화 찍는데, 	그 반지가 필요해서요."
5	 기사님!
4	"지수밖에 없지....	 이 나이에 내가 또 누굴 만난다고..."
2	 ..제가 뭐….. 맞고 싶어서 맞았냐고요. 저도 애들한테 맞는 거 싫어요.
5	 누나, 누나.
2	응. 일단 그렇고, 근데 재준이가 갑자기… 예진이한테 자기 생일날 고백을 하겠다는 거야.
5	응. 경찰이나.
7	제가요?  고3 때보다도 더 컸다고요?       그게 가능한가요.
2	할머니 병원 가보셔야 되는 거 아니에요?
2	무슨 일 있어요?
3	야, 아이돌이 그럼 다 잘해야지. 요즘 같은 경쟁 시대에.
3	저도요... 이런 것만 잘 맞아서 문제 지만...
4	귀엽네. 요즘 TV에 나오는... 그 뭐야, 케빈?  걔네보다 훨씬 귀엽네, 유정이 아들이.
2	이번 추석에 해외여행 가기로 했잖아요.
5	 그래? 우리 요한이가 좋아하는 사람이 누굴까~
2	하... 나도 잘 모르겠어. 하긴 이게 젊은 사람들도 어려워하는 이야기긴 해..
5	네?
7	우와…. 고구려. 고구려 좋죠. 땅이 엄청 넓잖아요.
4	그래서 그거 물어주느라 돈이 꽤 나왔어.
6	"어이구, 잘났다 잘났어.	 지 엄마만 진상 만들고 있네."
0	걔가… 평소에도 저 많이 놀렸는데.        어제 초록색 옷 입었다고,        자꾸 개구리라고 놀리잖아요.
3	아 몰라요..
5	여기는 어쩐 일이냐.
2	그 부분을 빼면 또 이야기 할 게 크게 없기도 하고…
0	 나 바빠 말 시키지마.
5	뭔데 그래? 얼른 말해봐 엄마 궁금해
5	뭘 어떡하긴 어떡해. 알아서 살아야지.
5	 그랬더니...? 귀신이 있었어...?
7	오냐. 고맙다. 고마워.
1	장님이 코끼리 다리를 만진다… 그런 속담이 있는지 몰랐네.
6	윤아가 그런 데 가려고 할까?
4	네…
2	네. 엄마가 장어 먹으러 가자 그러시는 거 같던데.
2	여자들한테는 세상이 아주 위험하고, 흉흉하다고.
3	학원 가면 쉬는 시간도 엄청 짧고... 공부만 해야되잖아.
1	부모님이 뭐 하시는데? 교수님? 학자?
3	아니, 나도 할 말이 없다니까…
3	그 놈의 자식은 사내자식이 입이 싸가지고 영 글러먹었어.
3	 마음대로 하세요….
6	햄스터? 어휴. 걔네 너무 냄새 나.
6	감기는 아니야. 그냥 자꾸 마른 기침이 나.
1	코만 해선 안될 거 같은데.. 지금 전체적으로 노답이야.
7	"나도 이런 거 좋아. 우리 처음 만나기 시작했을 때는 	서로 할 일을 못했었잖아. 	요즘에는 그래도 각자 일에 조금씩 집중할 수 있는 것 같아서 	좋은 것 같아."
2	아.. 저희도 이번에 일이 너무 밀려서요… 진짜 죄송합니다.
1	우리 집은 다 술 좋아해. 마실 줄 알아야, 같이 즐기지. 무슨 말인지 알지?
0	뭘 어째, 너 기물파손죄로 소송걸거야.
1	그래.
6	왜 말을 그렇게 밖에 못해?
2	네 알겠습니다. 다음부터는 이런 일 없도록 할게요. 한번만 봐주세요 사장님.
7	아아 맞다 할머니 무용과 나왔지. 잘 추니까 재밌겠다
6	진짜 혼자 있을 수 있어. 내가 애기도 아니고.
5	500일? 엄청 오래 됐네요.
4	돈이 돼야 멋있지. 아 나는 언제 서울에서 집 사나. 서울에 집이 뭐야 전세라도 갈 수 있으면 좋겠다. 월세만 몇 년째야 지금. 돈 아까워 죽겠어.
5	어? 연습하는데?
7	알았어. 그러면 과자 딱 한 봉지만 허락해줄게.
0	그러게. 그냥 면전에 대고  계약서를 쫙! 찢은 다음에  불질러 버려야 속이 편할 거 같아.
0	진짜로. 엄마한테 물어봐.
2	예전에 친구가 선생님한테 말했다가 형들한테 진짜 죽기 전까지 맞았어요. 걔는 파일럿이 꿈이었는데 눈 한 쪽 실명 돼서 비행기는 이제 꿈도 못 꿔요.
4	음...그럼 일단 이번 중간고사부터 오답 노트를 열심히 만들어 봐야겠다.
6	 아 공부 한다고요. 어떤 거 부터 하면 돼요?
4	알겠어. 그럼 선생님이 다른 친구한테 부탁할게.
7	누나 다른 캐스팅 공연은 안 봐요?
7	진짜야 여기 목 뒤에 있어. 파란껌이네 파란껌. 아까 파란 껌 씹었어?
2	저기요, 아저씨. 이번에 아파트에서 무슨 일이 났었다면서요… 경찰차 오고 아주 난리도 아니었다고 그러던데.. 그게 무슨 일이었어요?
0	너는 애가 좀 못됐다. 그거 알지?
4	네. 제가 생각해도... 너무 기분이 이상하실 것 같아요.
6	엥?
2	한 … 열 잔? 어떡해요… 임산부도 계셨는데…
5	전체적으로요?
0	맨날 공부한다고 설겆이도 안하고 청소기도 안 돌리잖아!  공부도 안하는 게!
4	아… 은상이 어머니가 집을 나가셨대요.
5	아 깡패 집안? 알만 하다.
5	음... 그렇기도 하고, 또 아닙니다.
3	백신을 개발 중입니다.
2	저는 이런 이야기 하는 게 너무 힘들어요.. 이제 그만 이야기하고 싶어요.
0	근데 당신은!! 왜 남의 것에 손을 댔어요? 왜 내 아버지한테 손 댔냐고?! 어?!
1	응. 그리고 왜 우리가 못 기르는지도 쓰자.
4	응. 아버지 없다고 놀림 받고 손가락질 받는데, 삐뚤어지고 엇나가면 더 어머니가 속상할 것 같아서 공부를 더 열심히 했지.
3	해결? 네가 무슨 수로?
2	아니요. 안되는데요.
5	그래? 잘 그렸나보네. 무슨 그림을 그렸는데?
3	진명이는 아직 쪼끄맣잖아. 엄마 아빠랑 같이 자야지.
6	원래 우리 모임 총무를 진희가 하고 있었거든?
0	"세 명이면 세 명이고, 네 명이면 네 명이지,  	왜 서너 명이에요?"
4	이 나이에 무슨 새 장가요. 그냥 이렇게 사는거지.
5	완벽하진 않아도.. 행복하게 지낸다...
3	아 못 하겠어...
6	뭘 그렇게까지 궁금해 해. 엄마한테 사주 받았어?
0	사다 먹어.
3	 그거? 떨어졌어.
4	병원 밥 먹는 거… 고역이지.
6	싫어. 나는 무서워. 그런 거 하기 싫어.
3	입맛? 어제 보니까 엄청 잘 먹더만.
7	난 동물을 사랑하거든.
4	병준이도 그렇게 생각하니?
7	헐. 개불쌍..
1	그냥 돈을 안 쓰고 묶어 둔다는 데에 의의를 두려고.
2	정말? 아빠가 속상해하지 않아? 내가 할머니한테 얘기했다고 화내진 않았어? 나 너무 걱정됐어…
7	아싸. 근데 나 아직 배 안 고파.
3	당선 되면 추가로 보나쓰도 준다고 하더라.
5	정말? 안 아파?
5	 어 분명 정문 경비실에 맡겼다고 하셨는데.
4	엄마 친한, 종숙이 아줌마 있지?
2	응. 근데, 어떻게 없었냐면... 
4	새로 이사올 사람도 자네처럼 집을 아껴줄 좋은 사람이었으면 좋겠네.
2	그러게 정말 스트레스가 많아서 이러는 건가.. 나 무슨 검사라도 받아봐야 되는 건 아니겠지?
2	네…
0	그치? 다들 사실 별로 궁금한게 아니라니까? 그냥 물어보는거야, 그냥!
2	네. 아직까지는 뭐가 뭔지 잘 모르겠어요.       근데 제가 장이 워낙 안 좋아서, 그게 힘들어요.
0	아니 훈이 걔 혼자였어. 와… 돈을 슬쩍 빼내는데.. 그걸 3일동안 계속 그러더라고. 지금까지도 걔가 그런거지 뭐.
7	진짜? 야, 너 좀만 꾸미면 괜찮을 거 같은데.       이 언니가 스타일링 좀 해 줘? 말만 해.
0	내가 뭐 어때서. 야 삼촌이 이래보여도 나가면 인기 좀 있어.
6	"어, 아저씨가 티비 급으로 구독자가 없어서,	 얼마 못 벌어. 	 돈은 못 주고, 편의점가서 과자 사줄게."
3	허구헌날 야구 때문에 제 명에 못산다고 하면서, 경기 마다 빠지지 않고 가는거보면… 네 아빠도 진짜 제정신 아니야.
6	"아니잖아! 목소리만 크면 다야?	 그렇게 조카 이기니까 좋냐?"
4	알았어. 갑자기 무슨 일이라니.
4	언니도..?
4	향수는 저번에 줬어… 지금 내 고민이 뭐냐면, 남자친구가 너무 부자라서 이미 필요한 건 다 있고, 다 비싼 것들밖에 안 쓴단 말이야.
0	됐습니다요. 그만하세요.
7	농어촌 전형 정원이 5명인데 2명이 지원해서요.
1	오십 년 전이시면… 아 맞다. 제가 사장님 존함과 춘추를 묻는 다는 걸 깜빡했는데…
4	아이고.. 그랬구나 속상하겠다.
4	만약에 누나가 잘못되면, 우리 가족들 다 얼마나 슬프겠어. 나쁜 선택을 하기 전에 꼭 우리 가족들을 생각해. 알았지?
0	아니 그렇잖아. 어려운 것도 아닌데.
2	야. 심난하겠다. 애들이랑 부인은 어쩌고?
2	아… 근데 또 담배 냄새 나면 어떡해…
0	형을 내가 어떻게 믿어?
5	그래? 난 커피맛을 잘 몰라서..
3	그렇긴 한데… 그렇다고 해서… 그런 아무 회사나 들어가야 돼 내가?
0	얼른 가져와. 아빠 화나기 전에.
5	그럼. 어떻게 몰라. 고마워요.
1	우리 수영장에 나오는 여학생 하나 있어.
0	한 반에서 같이 공부하면 다 친구지!
4	에이...아빠 서운해?
5	어디서?
2	처음 뵙겠습니다… 권준혁이라고 합니다.
7	오빠 괜찮아지면 갑시다. 우선 얘기는 꺼내 보고.
3	벌써 삐질려고 하네 뭐.
6	얘 트레이닝 엄청 빡세게 하더니 실력이 확 늘었대잖아.
3	성차별적인 발언하신 부분에 대해서요.
7	좋게 봐주셔서 감사합니다.
5	그래? 방학이야?
6	너 영어 숙제 다 했어?
0	좋아. 당장 내 번호부터 삭제해.
2	잘못했어요 형수님.
7	 흠, 그 정도 보상이라면 뭐, 한번 봐줄게.
1	왜 싫어?
4	그래, 고마워. 우리도 건강 관리 잘 하자. 있을 때 잘해야해.
7	에어로프레소라는거예요.
5	어 뭔데?
1	그래서 여자친구 생겼어, 안 생겼어?
3	아이고 그 놈의 태국은, 10년도 더 됐것네.
4	그랬겠다. 우리 때도 그랬지. 약한 애들은 어딜 가나 괴롭힘 당하기가 쉬워.
6	아, 입맛이 없는데 어떻게 먹나.
1	쭉 아파트에만 살았잖아.
4	 여지껏.. 일벌레처럼 일만하다 갔네….
0	오늘은 폐기 뭐 없냐고. 배고픈데.
0	저 지금 기분이 좀 나쁘려고 하거든요?
6	저는 지금 보면 안돼요?
2	하 어떡하지.
6	너 그 때 학교 가잖아?
7	어떻게 되긴. 성공했지.
0	거짓말 치지마. 너 어제 뭐 입었는데?
2	정말요? 워낙 안 친해보여서 동기인 줄은 몰랐어요.
0	아니 지들이 상한거 팔았으면, 죄송한 줄 알고, 사죄를 해도 모자를 판에… 뭐가 어쩌고 저째?
0	내가 바른 말하니까.. 당신도 할 말 없지?
1	네. 체험학습이라고 말하고, 학교 결석했어요.
3	희진이가 맨날 해서 나도 옮았어. 오 마이 갓김치~
3	와 소리 엄청 깨진다. 귀 안 아프냐 이런 걸로 들으면?
0	돈 필요하면 니네 아빠한테 가서 얘기하세요.        어려운 얘기는 다 나한테만하고. 아빠한테는 가서 아양떨고.        아주 미워 죽겠어.
4	아니. 이제 아들도 독립했겠다… 뭐, 우리도 이렇게까지 큰 집은 필요 없으니까 옮기려고.
1	근데 왜 안 했어?
7	아~ 그거? 스쿼트 머신이야.
0	저는 둘 다 주는 거라고 이해를 하고 계약을 한 건데 이런 법이 어딨습니까?
2	죄송합니다.
0	야… 나 경찰된지 10년도 넘었어….
5	"그럼. 선물은 리스트업을 딱 해줘야, 해주는 사람이 편한 거야.	  빼고 그런 거 필요 없어."
6	"음.. 야.. 내가 뭐 실수했니.	 나 물 좀 마셔야겠다.  이모! 여기 물 좀 주세요."
5	정말? 세상에 그런 일이 정말 있어?
