text_script	multimodal_emotion
언니. 일어나.	0
뭐? 너 지금 뭐라고 했어?	0
���� ���࿡ �ֿ� ������ Ű��ٸ� �������� ���� �� ����, �����̰� ���� �� ����?	7
그 아빠 목소리처럼 변하는 거.	2
감기는 아니야. 그냥 자꾸 마른 기침이 나.	6
그 가닥이 남아서 그런지, 진짜 빠르게 느는 것 같아.	5
우와 어떤거 촬영 하셨어요?	5
… 아.. 아니에요.. 아빠. 죄송해요. 제가 학원 땡땡이 친거였어요.	2
그래. 착하다 우리 딸.	7
그래. 돈 없다 쳐. 내가 뭐 비싼거 사달랬어? 바디로션 사달라는게 그게.. 무리한 부탁이냐? 너 어제 보니까 친구들이랑 술은 또 엄청 마셨더만.	0
여러가지 이유가 있지.	3
누나 혹시 주변에 아는 사람의 아는 사람 없어?	1
하긴 바지가 더 정확하겠지.	1
뭔데 그래?	0
엄마 아빠 결혼사진에 내가 왜 있어?	2
뭐 하냐.	6
그 여자. 내가 상대가 안돼.	4
허…	3
지난 번 방문 때에 비하면 훨씬 안정되고 차분해졌어요. 다만 대화할 때 상대방의 눈을 제대로 바라보지 못하고 동공을 이리저리 움직인다거나, 쉴 새 없이 손가락으로 팔뚝을 꼬집는 행동은 차차 고쳐나가야 할 것 같아요.	6
모르겠는데요?	6
그렇기는 하지. 그래도 여기저기, 새로 생기는 가게들 보면 전부 다 카페니까. 동네에 소소한 철물점이나 세탁소 같은 가게들이 점점 사라지고. 죄다 카페로 바뀌잖아.	4
엄마가 싼 건 싫어?	5
맞아 그니까 그 집 애들이 뭘 보고 자라겠어	6
아직 모르셔.	4
태국여행이요?  그건 좀 빡센데. 아버지 혼자              가시는 건 아닐 거잖아요?	5
오~ 너 이번에는 진짜 마음 먹었나보다? 무슨 일이라도 있었어?	7
아니, 왜 알바생한테 그렇게까지 친절해?	3
저도 그렇게 해봐야겠어요. 근데 일하고 나면 배가 너무 고파요.       자제가 안 돼요. 자제가.	7
그래? 그럼 조금 더 싼 걸로 바꿔볼래?	5
아 선생님~ 자퇴 하다가 졸업하겠어요 아주~	3
영화과 나오셨네요.	5
아.. 진짜 꼰대들 짜증나네...	3
니가 남의 물건 함부로 손대놓고.. 뭘 잘 했다고 그래? 어?	0
아.. 첫 스마트폰에.. 그런 모양이 있었던거 같아!	2
 너 걔 좋아하냐?	5
너 고양이 만질 수 있어?	5
엄마랑 아빠랑, 따로 산다고 해도….	4
무슨 학원인데?	5
그래, 선생님도 도진이 너한테 기대가 크다.	7
그래, 아픈 건 질색이야.	0
어. 그래야겠어. 경훤이 가져가라고 해.  자도 피로도 안 풀리고. 난 수건 자고 자는 게 더 편한 거 같아.	7
니 할머니가 여태까지 힘들었다고 하더라.	0
먹통이라고요! 노트북!	0
안 내셨으니까 선배님이 13페이지까지 하세요.	1
여기 서울에 있는 친구들 어떡하고?	5
나 너 성적표 봤다?	1
아니 오빠, 요즘 들어 갑자기 먹는 양이 확 늘었어. 무슨 겨울잠 자려고 준비하는 곰마냥 먹어대잖아.	5
그래, 그래! 내가 허투루 살지 않았구나 싶었다니까.	1
엄청 좋지. 근데 벌레가 많아.	3
지호, 얼른 연습을 해야, 확인받고 집에 가지.	0
왜 그 상가에 복도 청소를 다같이 하잖아. 근데 그걸 글쎄 쏙 빠지겠다지 뭐야.	0
그때 우리 옆집에 살던 애였는데, 걔가 감자를 데려가고 싶다고 울고 불고 난리를 피워서, 결국 걔네한테 감자를 뺏겼어.	4
�� ������.	1
지금! 안 나오게 생겼냐	0
 아 아니에요 아무것도..	4
아니면 시켜먹을까?	2
이봐. 찔리니까 말 더듬네. 빨리 내놔. 경찰 부르기 전에.	0
왜? 안그래도 그 할머니가 자기 손녀딸이 친구 없다고 엄청 걱정하더라. 민지한테 무슨 일이 있었어? 왜 친구들이 안 놀아줘?	2
엄마. 오늘 저녁 뭐야?	7
응. 그러면 할머니가 치킨 사줘.	1
응. 근데 엄마. 나는 진짜 이제 못 참겠어.	6
 나도 알아. 스트레스 주지 마.	6
아.. 아니 그게 아니라.. 저 제 2금융권 대출 있단말이에요 신용불량자 되는거 금방이라고요.	2
비싼 거 마셔도 되는데.	1
너 지금 결혼했다고 유세떠냐?	6
귀신 안믿는다며?	3
 형 있잖아요.	2
….너….나 사랑하긴 하니?	6
왜 그래, 지은아. 무슨 일 있어? 왜 이렇게 달려오는 거야?	5
 네네.	0
아줌마~ 저 참치 김밥 하나만 포장해주세요.	1
그치만 자꾸 치킨이 눈앞에 아른거린단 말이야.	6
엄마 우리만 보고 사셨지.	4
뭐야. 니네 남편 뚱뚱하잖아.	0
잠깐만요. 이것만 다 하고.	6
그랬는데, 없어. 티비에 없어.	4
지겹지도 않니?	3
삼촌 그거 이어폰.   짝퉁이잖아!	0
 이거 어머, 이거 맛이 원래 이러니?	3
뛰지 말라고...	2
" 진짜???	 언제 와? 언제 오는데?"	7
아… 진짜 누나 내가…	2
그럽시다.  근데, 이게 무슨 냄새지?	6
네 교수님.	2
 뭐하니 너?	5
나도 알아.	4
혼은 안났어?	2
너, 용돈 올려 주기로 한 거 취소야!	0
알았다. 알았어. 잔소리는 니 형수로도 충분하니까 그만해라.	6
나도 다른 사람들 다 간 줄 알고 뒷정리하다가 화장실에 들어갔는데.. 어떤 사람이 쓰러져 있어서 얼마나 놀랐는지 몰라.. 꿈에 나올까 겁나는 광경이었는데… 암튼 그 사람이 왜?	3
니가 살이 어디가 쪘니. 손목은 이렇게 뼈밖에 없는데.	4
아니.. 어차피 알바도 거기 가려고 한 거에요..	0
어? 없어요?	2
아니에요. 전 절대 안 잊어요.	0
딸 와봐.	7
고모… 아빠가 애에요? 아빠가 지금 유치원생이에요? 그리고.. 아빠가 엄마한테 어떻게 조종을 당해요? 뭐든 아빠는 아빠 맘대로만 하는데?	0
그래. 우리 집안에 박사가 나오겠구나.	7
어. 너도 이빨 썩어서 왔어?	4
그럼 구해주러 가자!	1
"응! 그 형! 그 형이 여자친구랑 	하루에 한 번? 아니면 두 번씩! 한 시간 정도, 영상통화를 한대."	7
하여간 박여사 까다로워.	1
왜? 생기면 좋지.	5
치… 할아버지는 엄마 편만 들고!        할아버지는 동생 없어요?	6
엉. 그거 어쨌어?	0
아 누구한테 전화를 해! 엄마가 선도부한테 전화해줄거야??	3
뭐?	5
네 오늘 어떻게 오셨나요.	1
왜?	5
왜 둘한테 무슨 일 있어? 둘 다 잘 지내고 있는 거 아니었어?	5
어떤 일로 오셨죠?	7
그래. 거기 좋지.	7
가격차이 감안하면 정말 굉장한 걸?	1
너 이런 식으로 자영업자 겁박하고.. 니가 아직 세상을 몰라서 그래!	0
남팬들은 돈을 안 쓰니까 실속이 없지.	1
"내가 왜 몰라! 나는 아무에게나 내 시간을 몰빵하지 않아!	 대성할 새싹들에게만 올인하지."	7
너는 어른한테 그렇게 밖에 말을 못하니? 그리고! 니가 잘 했으면 내가 이렇게 말 하겠어?	0
 어휴, 어떡해 정말. 20층 올라오느라 진땀을 뺐어, 아주~~	3
그래. 다음 주 중에 내가 한 번 찾아 갈게.	1
요즘에는 맘 편하게 일용직 선호하시는 분들이 더 많으신데 특이하시네.	5
너무 다그치지 말고 기다려 봅시다.	3
엄마가 잠깐 화장실 간다고 해서 기다리고 있어요. 아줌마는 누구에요?	1
다음 주부터 부동산 보러 다녀야 돼. 운전해 줘야지.	3
하고 싶은게 없어?	1
나리 불쌍해….	6
많이 주긴! 엄청 짜!	6
큰일났다 이제.	3
근데 교수님은 책 한 달에 몇 권 정도 보세요?	1
뭐하느라 바쁜데?	3
 여기.	7
그렇게 해야 다 치우는건줄 알고.. 정말 죄송합니다..	4
별 거 아니네. 난 또 뭐 특별한 걸 주는 줄 알았지.	3
그래. 알았어.	7
지금 세훈이 일이 좀 심각합니다.	3
무서운 영화? 그런걸 왜 봤어?	6
아빠 요리 못 하잖아요…	3
무슨 술집?	5
철딱서니 없다니! 이 향수도 마누라가 사준 거라고.	0
그랬구나. 이번에 문제 난이도가 좀 있었나보네.	5
음... 글쎄... 안 세봤어.	7
감사합니다,	7
나, 평창동에 집 있었잖아. 그거, 팔려고 내놨어.	4
에휴. 그래. 그럼 뭐 먹고 싶은데. 또 피자?	3
"일부러 들으려고 한 건 아닌데, 	혹시 우는건가 싶어서… 혹시 여자친구랑 헤어졌나 싶고."	4
"아...예진씨 오면 같이 말하려고 했는데.	 응. 아저씨 오늘 나윤이한테 허락받으러 온 거야."	2
그 때 맨날 삼촌이 늙었다 늙었다 하셨었는데.	4
쪼끄만 게. 말하는 것 좀 봐. 그게 무슨 밴데.	0
그래도 한 시간이면 숨도 차고 힘들텐데.	1
아니야, 내가 뭘 잘못 만졌다고 그래. 그냥 가만히 인터넷 하는 중이었다니까.	6
식도염이요?	5
지금 우리 이렇게 대화하고 있는거… 상철 씨도 아세요..?	1
" 어...아저씨?	 어... 그게... 아저씬...엄마 친구..야!"	2
그렇겠죠… 타이밍 벨트도 큰 맘 먹고 교체 했는데…	4
 그거 분리수거 해야 돼.	4
아마 그럴 걸? 전에 아빠 차에 내 동생이 매직으로 낙서한 적이 있거든?	1
왜?	5
아니요, 나머지도 제가 금방 마련해서 드리겠습니다..	2
정말? 그럼 안 할래.	5
아 또 공부공부! 엄마는 공부밖에 몰라?	0
"막 머리도 쓰담고, 팔도 만지고, 	저번에는 허벅지도 만지고…"	4
너무 애쓰지 마. 그냥 너처럼 행동해.	7
진짜 제대로 찾아봤어요. 수사권 조정이나 빨리 어떻게 좀 해주세요.	6
나도 교회 나간지 오래 됐는데… 이번 주엔 나가봐야겠어. 너무 황망한 일이 생기니까.. 문득 기도할 데가 생각나네..	1
언니한테 알게 하고 싶지 않았는데…	4
친구들을 꼭 학교에서만 만나야돼요?	3
매일 만원 씩 준다고 쓰면 되려나? 뭐 써넣지? 생각 좀 해봐.	1
아 뭐야! 치사해!	0
물론 계산기가 빠르긴 하지만, 그래도 사람이 머릿속으로 지도를 그려야 계산기가 그 지도를 따라서 길을 찾아갈 수 있는거야.	0
그래. 김씨가 매일같이 동네 산책하고 그랬지.	4
그래. 아이 착해라.	7
어차피 맥주만큼 물 타면서…	3
네.  여기서 보시게요?	3
사이트에 올려놨던 하이폰 식스 에스구요 십오만원입니다	4
뭔데..?	5
손은 씻어야지… 형 금방 올게 알았지?	4
우유! 아기니까 우유 마시지 않을까?	1
엄마가 다 버니까 아빠가 자꾸 자존심 상하나보지.	0
어떻게?	7
아? 저기 새로 생긴 제과점에서 파는 과자인가보네?	1
"그런 건 또 언제 보셨다냐. 	그냥 속이 더부룩해서 간단하게 먹은건데."	6
 아 요즘 공기 왜 이러나 몰라.	4
그래도… 거기서 봐줄 수도 있잖아요. 저 이번에 이 시험 못 보면         면접도 못 본단 말이에요. 아저씨가 제 인생 책임질거에요?	2
"새고 빠진 게 남잔데, 	당연히 좋은 사람 있지. 	걱정하지 말어."	3
나도 그런 줄 알았거든? 근데 그게 돈 받고 하는 거라던데. 일당이 꽤 쏠쏠하다네.	3
 왜?	4
아 이거 큰 일이네. 중국 건은 빨리 마무리를 지어야 되는데.	2
이놈아 장난이지. 할머니 바빠서 안돼.	7
미리 공부해 봐야겠다.	1
아이스죠?	1
준영이도 너희 아빠 닮아서 키가 엄청 클 모양이네.	7
속독은 아니고. 그냥 읽는 건데.	1
민희한테 말 걸어봤어! 복도에서!	1
그쵸? 어쩜 좋죠? 제가 가끔이래요…	2
한 … 열 잔? 어떡해요… 임산부도 계셨는데…	2
아줌마도 너무 놀라서 지금 말을 못하고 있대..	4
아니 지금 아빠가 하는 말이 어른이 하는 말 같지가 않으니까 그렇지. 다 큰 할아버지가 되어가지고 누가 자기를 어떻게 챙겨주나 만 생각하고 있는 게 너무 어린아이 같잖아.	3
너 이따가 안 나가니? 나가는 길에 좀 맡겨주라. 아무래도 내가 가는 것보단 너가 가는게 좋은 것 같은데.	2
그니까.. 좀 먹으면 안돼? 너 엄청 예뻐 세상에서 제일 예뻐	7
" 니 마음이 제일 중요한데, 	그래도 내 마음은 조금만 생각해줘. 	나한테 너무 나쁘게 하지 말아줘."	7
네 말씀해주세요.	2
"니 실력과 외모라면 재민아, 	 제작자들이 눈이 삐꾸가 아니고서야 안 뽑을리가 없어."	7
예. 부탁드립니다. 사람 하나 살린다 생각하고, 도와주십쇼.	2
"만약 제가 갖다 놓기 전에,	 선생님이 알려주고 싶은 얘기가 있으면 어떡해요?"	2
네.	1
다 큰 애가 무슨 거미를 무서워해? 그리고 거미를 왜 죽이니.          거미가 얼마나 좋은 동물인데. 모기도 잡아먹고, 개미도 잡아먹고.         아주 해충을 다 없애주는데. 얼마나 고마워.	6
내 아들 친구여?	5
아 그런가.. 따로 사드려야 하나.	1
물은 어떻게 올려야 하는데요?	5
선생님 저 책읽다가 어려운 구절 나와서 가져왔어요.	1
어. 그래서? 어떤 꿈을 꾼 거야?	2
야… 어떻게 절대 얘길 안해… 너랑, 지금 너랑 얘기하고 나면 상부에 보고도 해야 되는데… 너 경찰이 뭔지 몰라? 경찰들은 서로 협조하고 같이 일하고 그러는거야. 영화나 드라마도 안 봤어?	0
뭐야… 지금 알았네. 나는 평생 엄마가 그 집 미역국 좋아하는 줄 알았어.	5
네.	2
무슨 그런 유리멘탈로 예술을 한다고… 내가 이력서를 자세히 안 보긴했지만서도, 안봐도 알 거 같아. 유치하고, 지만 아는 그런 영화 찍었겠지.	0
알았어. 내가 무슨 눈치도 없는 줄 알아?	0
캐턱? 그냥 문자로 해 문자로 해도 충분하다	6
아빠가 뭔 고생을 했어….. 정작 그 학교 다니느라 생고생하는 사람은 난데 아빠가 뭔 고생을 했냐고.	3
나도 우리 사이가 좋은 줄 알았는데, 그게 아니었나보더라.        와이프는 쌓인 게 많았나봐. 내가 애들 아플 때 옆에 없어줬던 거.        임신했을 때 소홀하게 대했던거. 우리 어머니랑 싸울 때 와이프 편 안 들어준 거.	6
응? 그냥 뭐 잘 썼다고 엄청 칭찬해주는 거지.	1
이철성씨?	1
어. 삼촌이 추천하고 싶은 메뉴가 있어. 아포카토라고 바닐라 아이스크림에 에스프레소를 더 한 음료인데 정말 맛있어. 기다리고 있어봐 삼촌이 사 올게.	7
네.  너무너무 무서웠어요.        그리고 그 가면 쓴 애들이 막 저한테 달려들어서       팔을 잡아당기고, 옷을 벗기려고 했어요.	2
 네. 할 일이 좀 남아서요.	1
에휴… 그래 해봐라, 해봐.	1
 밥 먹으러 가자.	4
"날이 좋으면 날이 좋아서 하기 싫고, 	날이 안 좋으면 날이 안 좋아서 하기 싫고!"	6
아이. 우리 진수 친구인데 당연히 해줘야지. 인터뷰인가 뭔가. 빨리 해버리자고.	7
아니, 모래가 이렇게 밟히는데도?	6
가봐. 얼른!	6
그래서 다른 유명한 무당을 찾아가서 상담을 받기로 했어.	2
아뇨. 잘 모릅니다.	5
"그거는 내가 어떻게 해줄 수 있는게 아니에요. 	집주인하고 얘기 해봐야 될 것 같은데."	6
불안하네.. 항상 자리에 안 계시니까..	2
아… 맘에 안 드는 구나… 거기 영수증 있어. 뭐, 현금 결제했으니까. 교환이나 환불될 거야.	4
첫술에 배부를 수 있나? 다 그렇게 느는거지.	1
핸드폰 있으면 엄청 편하겠다.	1
응. 나는 집이 엄청 가깝거든.	1
했어요.	4
뭐의 약자지?	5
할아버지 건강 생각해서라도 참으세요. 어떻게 저보다 단 걸 더 좋아하세요? 어른이?	3
엄마 진짜 화낸다. 그만해.	0
수사 들어간다니 준비하세요.	2
그래요? 둘 다 괜찮은 거에요?	2
자주 좀 들어와. 엄마 돌아가시고 아빠가 엄청 적적해 하셔.  일주일에 한 번은 언니 찾는 거 같다.	6
" 됐어.	 그 말이 더 비참하다. 조카한테 여자 소개받는 삼촌이라니."	4
근데… 좀 비싼 거야.	2
오랜만이네.. 잘 지냈어?	2
아, 치… 진짜 서운하다. 너 바빠? 안바쁘면 오랜만에 만났으니까 얘기 좀 하자.	4
고양이 괜찮아 그런데?	1
네. 그래야겠어요. 고마워요 쌤.	7
저 지금... 어깨가 얼얼하거든요? 이거 보상 어떻게 하실거에요?	3
오~ 로맨틱해. 그래서, 고백은 했어?	7
엄마가 단 거 먹으면 안 된다고 그랬는데. 엄마 화나면 진짜 무서운데.	2
정말? 에이구… 어릴 때부터 그러더니. 다 커서도 그러는구나.	3
아주 간이 큰 놈이야, 이거.	0
아 됐다니까. 내가 염치없어서 그래요.	6
자녀분들한테 공기청정기라도 하나 사달라고 하셔요. 요즘 미세먼지가 노인 분들한테 더 안 좋대요.	6
엄마 나 진짜 엄마한테 꼭 부탁할거게있어	4
내가 뭐라고 말려? 가서 니꿈을 펼쳐!	7
으, 생각도 하기 싫어.	3
길에 CCTV설치하는게… 하고 싶다고 할 수 있는 게 아니라…	2
벌써? 내년이면 이제 3학년이네.	5
사실 그 분이, 사장님 동생이래.	1
알았어. 이게 지인 소개가 좋다니까.	7
그래. 천천히 오라 그래. 회사 일 바쁜데.	7
아.. 그 녀석이 그럴 사람은 아닌데.	2
왜. 싸웠어?	1
 아니면. 그만 참견하세요. 음~ 진짜 뭐야~	6
그 이후로 다들 걔를 피하기 시작했어.	4
당신이 뭘 자세히 봤어야 말이지. 장판 끝도 일정하지 않게 잘려있다니까?	3
나는 지금 신발 완전 신고 있어서 냄새 안 나. 너 약간 발 빼고 있어서 냄새나는 듯.	3
또, 기억나는 꿈 있어?	2
뭐 큰 병이 있었던 건 아니죠?	4
안마 좀 해봐.	7
이모, 나 화장 하는 법 알려 주면 안 돼?	4
멋있다. 그럼 너도 고등학교 가면, 알바할거야?	7
안녕하세요 작가님.	7
나 어제 딱 급식 먹고 와서 보니까 그 펜 없어졌는데, 마침 네가 가지고 있네?	6
가는 말이 고와야 오는 말이 곱죠. 삼촌을 좀 되돌아보세요.	0
병원에서 뭐래? 다리는 괜찮대?	2
아 됐어!!! 오늘 학주 떠서 얼차려하면 다 엄마 때문이야!!!	3
좋아 죽는다고 붙어다닐 땐 언제고, 갑자기 왜 맘이 식어.	4
 그래. 그럼 언제 사러가지?	7
너가 낼 거야?	3
"아무리 바빠도, 해야 할 일은 해야지.	  저기요."	6
머리가 좋긴 뭐가 좋아! 누나도 공부 못 하잖아.	0
수술은 잘 끝났는데…	7
학원은 무슨 학원이야.	6
노래는 좀 하나?	5
아 그럼 어떡하라고요. 저 죽기 싫단 말이에요.	2
논술? 벌써 그런걸 배워?	2
그동안 김미주씨 정말 수고 많았어. 덕분에 고마웠어. 일이 한참이나 수월해졌어.	1
우리 집에 오면 훈장이 몇 갠데 그걸 몰랐냐?	0
어머, 벌써 시간이 그렇게 됐어?	5
아이씨… 죽을래?	0
말을 더럽게 하니까.	3
사채썼어?	5
왜? 얼마나?	5
아빠는 맨날 아빠만 힘들지! 학생도 얼마나 할 일이 많은데!	0
좋겠다고? 여자들은 그게 좋아?	3
그럼, 당연하지. 나도 운동 좀 다시 시작할까봐.	1
어휴, 자리에 앉아 있으면 숨도 못 쉬겠어요. 저도 아직 특별히 바쁘지는 않은데, 제가 낯설게 느껴서 그런 걸지도 모르겠지만... 분위기가 너무 삭막한 것 같아요.	6
선생님이 도와줄 수 있어. 어머니도 보호 받을 수 있는 기관이 있고. 여러가지 방법이 있어.	4
 실례할게요.	1
와 좋겠다. 어떤 친구야?	5
아니 아무리 그래도 애들도 있는데.	6
허이구, 무섭네 무서워. 누가보면 독립투사인 줄 알겠네.	3
나도 다 컸는데 이제.. 편식쟁이가 뭐야?	6
죄송합니다. 그럼 다른 메뉴로 주문하시겠어요?	2
이 먼지털이로 책상 먼지부터 좀 털어내.	7
오. 괜찮네요.	5
어휴. 근데 등록금은 진짜 안돼. 나중에 세빈이 결혼한다고 하면 조금 도와주던가. 애가 돈 버는 게 어려울 줄을 알아야지. 너 믿고 알바도 안 하는 것 같아. 지 친구들 다 알바해서 용돈 버는데.	6
응...	2
뭐 두 시간 정도밖에 안 남았는데? 그동안 엄마랑 만화 볼까?	7
또 차였다면서.	4
할머니 요즘 외국에서도 인기를 끌고 있는 ABCD라는 그룹 알지?	7
감사합니다 선생님. 감사합니다.	7
해인이가 착해? 해인이 어떤 면이 그렇게 착한데?	3
응. 남자야. 그런 사람들 보면 꼭 남자더라고.	3
젊은 애가 살맛이 안 나긴 뭐가 안나?	3
고모도 [누몬] 해봐야 돼!	3
안녕하세요.	2
근데… 형은 이제 어른인데 왜 세뱃돈을 받아? 애들만 주는 거 아니야?	1
나 여친이랑 헤어질까봐.	4
다이어트? 다~이~어~트???	3
야, 강인아. 이 아빠는 백수가 아니라, 프리랜서야, 프리랜서.	3
그것도 좋아.	1
그럼 어떻게 해?	5
거제도? 거제도면 남해 아니냐?	2
머리 이렇게 잘랐다고 엄청 뭐라 했어.	4
완전 쓰레기던데!	3
 아 여기있네요 고객님. 고객님은 그 때 사은품 대신에 할인 받으신 케이스세요! 사은품은 따로 안 나가세요.	1
할머니가 몰라서 그래~	6
 그래도 예뻐요 누나. 누나가 제일 예뻐요.	7
"너는 추석인데, 어디 안 가?	  왜 여기서 이러고 있어."	6
아. 사실은 제가…. 그러니까 제가, 아이가 갑자기 아파서 오늘 일찍 가봐야 하거든요.	4
니가 전공이 뭐였지?	7
"아 평화롭고 좋아. 이 나이가 되도록 	너무 여러가지 일들이 있어서 지금이 	여유롭고 평화롭고 좋아."	4
내가 생일 더 빠른 데 제수씨지. 형수는 곧 만들어 줄게.	0
응. 이모 잠꼬대도 해.	1
나는 밀리면, 그 학습지 중간, 중간마다 딱풀로 붙여서 한장으로 만들어버려.	1
아… 제가 여기서 며칠 전에 핸드폰을 하나 샀는데요..	4
아저씨가 헐렁이에요?	5
할머니는 네가 거짓말 하면 다 알 수 있어. 알았어? 거짓말 하는 거 아주 나쁜 짓이야. 할머니한테 똑똑히 말해 얼른.	3
엄마 근데 나 배고파.	1
어머? 내일까지 안 된다고? 경비실에서 그래?	0
네. 저도 젊을 때 이 친구 도움 많이 받았어요. 살 빼는 것도 중요하지만 무엇보다 건강을 유지해야 하니까요.  참, 김 과장님, 오늘 점심 메뉴는 제육볶음이었어요!	7
식단이 나쁘지 않은데요?	1
병원 가야지. 엄마한테 문자 했어?	5
그건 모르는거지. 너 조심해.	7
제 말 안 들리세요? 그걸 왜 물으시냐고요.	0
너? 아니 엄청 괜찮은 여자라니까. 대기업 다니고 있고 아버지는 교수, 어머니는 초등학교 선생님. 이혼녀라 좀 그렇긴 한데… 집안에 재산도 있고 선생님 집안이니까 예의도 바르고 착하대.	1
야 너 지금 장난하냐? 진지하게 들어 임마. 진지하게.	0
너 명자한테 식초 먹였다며?	0
야!!! 냉장고에 있던 아이스크림 니가 다 먹었지!!!!	0
흠… 진짜 외제차 확 뽑아버릴까요? 집이고 뭐고.	6
억울하실만 하죠. 형이 형수님한테 얼마나 잘 했는데.	6
저 지금 엄마 부를거니까 여기서 딱 기다리세요.	0
한 시? 한 시까지 술 마신거야?	3
응. 아버지 없다고 놀림 받고 손가락질 받는데, 삐뚤어지고 엇나가면 더 어머니가 속상할 것 같아서 공부를 더 열심히 했지.	4
기운 내. 내가 아는 세형이는 이 정도로 기죽을 애가 아니잖아! 우리 아이스크림 먹으러 가자.	4
공대?	5
면허… 있었지! 있었어!	5
네. 오늘 저희는 두근두근! 푸드 파이트를 하기로 했습니다.	7
하은아. 언니가 엄마랑 얘기했어.	4
 집이 괜찮네요. 보증금이랑 월세가 얼마라고 하셨죠?	2
아 정말?  어머니랑 같은 기수 되겠네.	5
에이. 나는 그런거 못 봤어. 난 그냥 김치랑 해서 먹었지.	4
너무 적으시죠? 죄송합니다. 저희가 이게, 제 개인 돈으로 찍는거라.          돈이 너무 부족하네요.	4
걔가 내 옷 입어놓고, 계속 아니라고 우기잖아!	0
엄마, 나 학교 그만 갈래.	6
너 주문 안됐지?	3
결혼은 했냐 안했냐 이딴 거 묻더라.	6
형은 나이가 많으니까 그래도 되지만, 너는 안 되지!	4
아무도 얘기 안 해줬는데. 우리 할머니한테 동생 있다는 얘기.	5
제가 반장이잖아요. 그래서 애들 대표로 물어봐야 할 거 같아서요.	2
싫어요! 수련회라면 질색이에요!	3
너도 이제 사람들이 물어보면, 언니요~ 그렇게 대답해.	1
이걸 읽고 메신저앱을 지웠다는 거야?	3
"병훈이 그 자식은, 나한테 뭐 말을 안해.	 애들은 걔가 엄청 수다쟁이라는데,	 내 앞에선 벙어리야 벙어리."	6
 잘 먹겠습니다… 다녀오세요. 사장님…	7
너도 멋있어.	7
"어우, 그 집안 남편도 사사껀껀 규칙 들먹이면서 사람들 귀찮게 하고 다니더만	 아들내미도 똑~같이 그러고 있네."	6
그러니까요.	4
알겠어 든든하네 우리 아들	7
그게 뭐 내 맘대로 되나.	6
그러니까. 나도 좀 시간을 두고 가지고 싶긴 했었는데… 이렇게 되어버렸어.	6
우와…할아버지도, 모르는 게 있어요?	5
너 옷이 그게 뭐야?	5
에헤이, 무슨 소리야. 그냥 가만히 기다려.	7
뭐야. 너 여자친구 있어?	5
탓 하는게 아니면 뭔데? 지금 내 탓 하는 거 아니야?	3
음. 어머니는 돌아가셨고, 아버지는 재혼을 하셨습니다.        오빠 한 명이 있는데, 고등학생이라서 얘기는 잘 못 해요.	4
얼른 니 엄마 따라 갈란다.	4
" 무슨 소리야.  	 잉크 안 날아가게 앞에 캡 다 붙여 나오는데."	0
내가 그걸 알았어?! 그렇게 잘 아면 니가 하지 그랬냐!	3
어! 우리는 그래서 방역 따로 안하고, 직접 약 쳐.	1
언니도 요즘 학교 생활 힘들어? 언니 공부도 못 하잖아.	1
제가 지금 너무 하는거라구요?	0
달달한 술인데, 도수가 꽤 높아.	1
불법 같은 소리하네. 우리는 재료를 사서 쓰는 게 아니고, 죄다 농사 지어서 쓰는데, 손님이 남기는 족족 버리면, 그거 아까워서 어떻게 하냐?	3
" 에이. 이건 엄마 취향 아니다.	 엄마는 역시 달달한 바닐라 라떼가 좋아."	6
나만 모쏠이야.	4
네.. 저도 이제 그런 고민을 좀 할 때가 된 것 같아요.	2
학생 같은 게 뭔지 몰라?	0
그러면 누가…?	2
지금… 바퀴 벌레 좀 대신 잡아 달라고… 여대생을 불러내신 거에요?	3
아 준성이랑.	2
미치겠네 진짜…	0
사고쳤냐?	5
엄마는 그 형 안보고싶어?	4
할아버지, 이따 마감하러 가야 돼!	6
너 요즘 만나는 사람은 없어?	2
아…	2
이번엔 얼마나 올랐대?	2
선생님이 어머님 뵐 면목이 없다.  그러길래 중간고사 일주일 남기고  첫사랑 얘기 해달랄 때부터 내가 알아봤어.	0
아 네. 저 올해 19년에 졸업 했습니다.	1
아깝게 뭘 그렇게 해. 됐어. 그냥 먹어.	3
예.. 교수님 힘드셨던 거.. 누구보다 제가 제일 잘 알아요.	4
버스 없어요.	0
배수로 공사만 하면 되는거 아니여.	6
저희 아빠… 아니 그 자식은… 인간도 아니에요.	3
그냥 하지 마.	3
내가 지금 좀 그래. 진짜 좋은 사람이고. 생활하는 패턴도 잘 맞는데,        뭐랄까. 생활이 너무 노부부같아. 그냥 저냥 평범하게 잘 살 수 있을 것 같아서       결혼 생각하면 좋을 것 같긴 한데. 가정적일 것 같고.	4
모르면 어쩔 건데!	7
아 진짜 미치겠네. 진짜로 아니라니까요?	0
뭐… 문제는 아니지만… 선배는 제 스타일 아니라서...	1
어..없어!	3
 저 돈스테이크 닮았어요?	3
형… 그럼 친구가 없어서 책만 본 거야? 우리반에도 그런애 있는데… 박지윤…	4
지영씨 진짜 축하해!	7
응, 퇴근하자마자 바로 시장 들렀다 올게. 일곱 시면 집에 도착할거야.	7
아니, 그런 건 아니고. 연극 초대권이 한 장 생겨서 너랑 같이 볼까 했지.	1
술은 한번 나올 때 한 병씩 밖에 안돼요.	6
"랍스터? 	 그건 지금 구할 수가 없는데."	6
추억 돋네.	1
